johnnydmad EX5 test console
Using ff6.smc as source
Playlist file is set to default.txt

press enter to continue or type:
    "chaos" to test chaotic mode
    "sfxv" to check songs for errors, sorted by longest sequence variant
    "mem" to check songs for errors, sorted by highest memory use variant
    "pool" to simulate many seeds and report the observed probability pools for each track
    "battle" to simulate many seeds and report probabilities for only battle music
    "pl FILENAME" to set FILENAME as playlist instead of default
    "dm FILENAME" to generate a test tierboss MML file including FILENAME
pool


[--------------------------------------------------] 9999/10000
[PRELUDE]:
    03.1% xg_theme            (312 / 10000)
    02.3% ys1_wars           (234 / 10000)
    02.3% ct_tension         (233 / 10000)
    02.3% pw_cornered        (229 / 10000)
    02.3% ff5_hurry          (229 / 10000)
    02.3% ff3_battle         (228 / 10000)
    02.3% ff4_restless       (226 / 10000)
    02.2% mmx_prologue       (225 / 10000)
    02.2% ot_treasure        (225 / 10000)
    02.2% ff8_battle         (224 / 10000)
    02.2% ff9_boss           (222 / 10000)
    02.2% ct_crisis          (221 / 10000)
    02.2% so2_rescue         (221 / 10000)
    02.2% lu2_savior         (221 / 10000)
    02.2% sf2_guile          (219 / 10000)
    02.2% ffmq_hill          (218 / 10000)
    02.2% ff9_hunt           (216 / 10000)
    02.2% ff7_hurry2         (216 / 10000)
    02.1% ob_battle          (209 / 10000)
    02.1% top_boss           (209 / 10000)
    02.1% ffx_battle         (207 / 10000)
    02.1% sf2_ken            (207 / 10000)
    02.0% ff7_battle         (204 / 10000)
    02.0% ff14_battledt      (203 / 10000)
    02.0% rsms_battle        (202 / 10000)
    02.0% lal_boss           (198 / 10000)
    02.0% sd1s_courage       (196 / 10000)
    01.9% ff7_battle_ff6     (195 / 10000)
    01.9% ff6_battle         (195 / 10000)
    01.9% ff8_laguna         (194 / 10000)
    01.9% fft_apoplexy:part1 (194 / 10000)
    01.9% cc_flame           (193 / 10000)
    01.7% ys3_time           (170 / 10000)
[TIER1]:
    05.5% lu2_void            (552 / 10000)
    05.5% ff5_excastle        (550 / 10000)
    05.3% ff9_blackwaltz      (527 / 10000)
    05.1% ff4_golbez          (512 / 10000)
    04.9% iog_whispers        (494 / 10000)
    04.9% ff8_heresy          (486 / 10000)
    04.8% ff3_eureka          (481 / 10000)
    04.5% ff6_tier3           (449 / 10000)
    04.0% ff6_tier2_dm        (404 / 10000)
    04.0% ff6_tier2_chorus    (399 / 10000)
    04.0% cc_flame            (396 / 10000)
    03.8% ff6_fanatics_dm     (375 / 10000)
    03.7% lu2_daos            (372 / 10000)
    03.7% ff7_final_part1     (368 / 10000)
    03.6% ct_lavos            (362 / 10000)
    03.0% ff5_seal            (301 / 10000)
    02.9% sd2_thanatos        (291 / 10000)
    02.9% ff6_fanatics_chorus (289 / 10000)
    02.8% met3_brain          (275 / 10000)
    02.6% ff6_tier1_dm        (261 / 10000)
    02.4% ffmq_lava           (239 / 10000)
    02.4% ff10_ambition       (238 / 10000)
    02.3% ff6_tier1_chorus    (231 / 10000)
    02.2% top_boss            (224 / 10000)
    02.2% ct_zealpalace       (220 / 10000)
    02.2% xg_weltall          (219 / 10000)
    02.1% ff8_witches         (215 / 10000)
    01.4% ff4_fiend           (144 / 10000)
    01.3% ffmq_boss           (126 / 10000)
[TIER2]:
    06.1% ff5_excastle        (606 / 10000)
    05.9% lu2_void            (592 / 10000)
    05.6% ff9_blackwaltz      (557 / 10000)
    05.0% ff4_golbez          (504 / 10000)
    04.9% ff6_tier3           (489 / 10000)
    04.6% ff3_eureka          (461 / 10000)
    04.6% iog_whispers        (458 / 10000)
    04.2% ff8_heresy          (425 / 10000)
    04.1% cc_flame            (408 / 10000)
    03.9% ct_lavos            (392 / 10000)
    03.9% ff7_final_part1     (386 / 10000)
    03.8% ff6_tier2_dm        (377 / 10000)
    03.7% ff6_fanatics_dm     (366 / 10000)
    03.6% ff6_tier2_chorus    (356 / 10000)
    03.2% lu2_daos            (325 / 10000)
    03.2% ff5_seal            (323 / 10000)
    03.1% ff6_tier1_dm        (309 / 10000)
    02.9% ff6_fanatics_chorus (293 / 10000)
    02.8% met3_brain          (277 / 10000)
    02.8% sd2_thanatos        (276 / 10000)
    02.3% ff10_ambition       (233 / 10000)
    02.3% top_boss            (226 / 10000)
    02.2% ffmq_lava           (225 / 10000)
    02.2% xg_weltall          (223 / 10000)
    02.2% ff6_tier1_chorus    (220 / 10000)
    02.1% ff8_witches         (212 / 10000)
    02.0% ct_zealpalace       (198 / 10000)
    01.6% ff4_fiend           (164 / 10000)
    01.2% ffmq_boss           (119 / 10000)
[TIER3]:
    06.1% ff5_excastle        (606 / 10000)
    05.7% ff4_golbez          (573 / 10000)
    05.4% ff9_blackwaltz      (536 / 10000)
    05.1% lu2_void            (508 / 10000)
    04.8% ff3_eureka          (477 / 10000)
    04.8% ff6_tier3           (476 / 10000)
    04.6% iog_whispers        (464 / 10000)
    04.5% cc_flame            (449 / 10000)
    04.5% ff8_heresy          (447 / 10000)
    04.0% ff7_final_part1     (400 / 10000)
    03.9% ct_lavos            (393 / 10000)
    03.9% ff6_tier2_chorus    (388 / 10000)
    03.8% ff6_tier2_dm        (380 / 10000)
    03.7% ff6_fanatics_dm     (369 / 10000)
    03.3% lu2_daos            (327 / 10000)
    03.0% ff5_seal            (304 / 10000)
    03.0% ff6_tier1_dm        (301 / 10000)
    03.0% sd2_thanatos        (296 / 10000)
    02.8% ff6_fanatics_chorus (283 / 10000)
    02.5% met3_brain          (254 / 10000)
    02.4% ffmq_lava           (238 / 10000)
    02.4% ff10_ambition       (237 / 10000)
    02.0% top_boss            (202 / 10000)
    02.0% ct_zealpalace       (199 / 10000)
    02.0% ff6_tier1_chorus    (198 / 10000)
    02.0% xg_weltall          (197 / 10000)
    01.9% ff8_witches         (188 / 10000)
    01.7% ff4_fiend           (173 / 10000)
    01.4% ffmq_boss           (137 / 10000)

 * * * * * * * * * *

7TH_DARKNESS appears in 9.7% of seeds:
     5.0% (50.9%) as engine
     2.5% (25.2%) as bat2
     1.4% (14.7%) as bat3
     0.9% ( 9.2%) as grandfinale
7TH_RUINS appears in 9.2% of seeds:
     4.6% (49.9%) as strago
     2.0% (21.8%) as ruintown
     1.4% (15.6%) as prelude
     1.2% (12.6%) as dream
7TH_TOWN appears in 9.9% of seeds:
     4.0% (40.4%) as ruintown
     2.3% (23.1%) as town
     1.9% (19.7%) as strago
     1.7% (16.8%) as prelude
ARC_BATTLE appears in 10.7% of seeds:
     2.4% (22.0%) as bat2
     2.3% (21.5%) as battle
     1.9% (17.9%) as unforgiven
     1.9% (17.7%) as bat3
     1.4% (13.1%) as bat4
     0.8% ( 7.7%) as grandfinale
ARC_BATTLE:NOINTRO appears in 5.5% of seeds:
     2.1% (37.5%) as unforgiven
     1.8% (32.1%) as serpent
     1.7% (30.5%) as mount2
BG3_CAMP appears in 10.9% of seeds:
     2.9% (26.8%) as celes
     2.9% (26.7%) as coin
     1.9% (17.7%) as awakening
     1.8% (16.2%) as ruin
     1.4% (12.6%) as omen3
BL_FAHRENHEIT appears in 5.2% of seeds:
     3.2% (61.4%) as locke
     2.0% (38.6%) as setzer
BL_FAHRENHEIT:NOINTRO appears in 8.7% of seeds:
     2.8% (32.2%) as blackjack
     2.2% (25.0%) as falcon
     2.1% (23.5%) as setzer
     1.7% (19.3%) as mount2
BL_FAHRENHEIT:VIC appears in 2.8% of seeds:
     2.8% (100.0%) as fanfare
BL_REBELS appears in 10.1% of seeds:
     6.3% (62.0%) as locke
     2.0% (19.7%) as savethem
     1.8% (18.3%) as setzer
BL_REBELS:VIC appears in 2.9% of seeds:
     2.9% (100.0%) as fanfare
BLORD_2TOWER appears in 14.1% of seeds:
     5.2% (36.6%) as chocobo
     2.7% (19.3%) as blackjack
     2.4% (17.0%) as falcon
     2.1% (14.9%) as setzer
     1.7% (12.2%) as mount2
BLORD_RUINS appears in 8.7% of seeds:
     2.5% (28.9%) as magitek
     2.5% (28.9%) as engine
     1.4% (16.6%) as ancient
     1.1% (13.1%) as train
     1.1% (12.6%) as dream
BOF1_DAWN appears in 8.3% of seeds:
     3.9% (47.2%) as serpent
     2.3% (28.1%) as falcon
     2.1% (24.8%) as setzer
BOF1_JADE appears in 8.2% of seeds:
     4.2% (50.7%) as catastrophe
     2.3% (28.0%) as phoenix
     1.7% (21.3%) as assault
BOF2_BARUBARY appears in 8.3% of seeds:
     3.0% (35.7%) as bat4
     2.7% (32.7%) as mboss
     2.0% (24.0%) as unforgiven
     0.6% ( 7.6%) as grandfinale
BOF2_BATTLE appears in 7.1% of seeds:
     2.1% (30.2%) as unforgiven
     2.1% (28.8%) as battle
     1.6% (22.1%) as bat2
     0.7% (10.0%) as grandfinale
     0.6% ( 8.9%) as bat3
BOF2_BATTLE2 appears in 14.6% of seeds:
     4.3% (29.1%) as bat2
     3.7% (25.2%) as bat3
     2.4% (16.2%) as mboss
     1.9% (13.2%) as unforgiven
     1.7% (11.6%) as boss
     0.7% ( 4.6%) as grandfinale
BOF2_DRAGNIER appears in 9.0% of seeds:
     4.2% (47.1%) as serpent
     2.0% (22.2%) as strago
     1.5% (16.5%) as dream
     1.3% (14.3%) as omen3
BOF2_EVRAI appears in 5.1% of seeds:
     2.9% (55.9%) as tomb
     2.2% (44.1%) as owzer
BOF2_TOWN appears in 6.9% of seeds:
     2.8% (41.0%) as village
     2.2% (31.4%) as town
     1.9% (27.6%) as relm
BOF2_UNSPOKEN appears in 11.7% of seeds:
     5.8% (49.8%) as coin
     3.3% (28.5%) as daryl
     1.7% (14.3%) as prelude
     0.9% ( 7.4%) as ruin
BOF2_WANDER appears in 7.4% of seeds:
     4.0% (53.8%) as cave
     1.9% (25.9%) as forest
     1.5% (20.3%) as tomb
CC_ARNI appears in 5.2% of seeds:
     3.1% (60.0%) as village
     2.1% (40.0%) as town
CC_DEADSEA appears in 6.2% of seeds:
     1.9% (31.4%) as ruin
     1.6% (25.9%) as train
     1.4% (22.4%) as ancient
     1.2% (20.3%) as zozo
CC_DRAGONIA appears in 11.9% of seeds:
     3.0% (25.3%) as ancient
     2.3% (19.0%) as phoenix
     2.1% (17.4%) as owzer
     1.9% (16.3%) as ktower
     1.4% (11.9%) as zozo
     1.2% (10.1%) as dream
CC_EDEN appears in 4.8% of seeds:
     2.7% (56.4%) as prelude
     2.1% (43.6%) as relm
CC_FINAL appears in 8.4% of seeds:
     3.2% (38.2%) as dmad5
     1.7% (20.8%) as catastrophe
     1.3% (16.0%) as floating
     1.3% (15.6%) as atma
     0.8% ( 9.4%) as grandfinale
CC_FLAME appears in 19.4% of seeds:
     3.9% (20.2%) as fanatics
     2.9% (14.9%) as boss
     2.5% (12.7%) as catastrophe
     2.4% (12.3%) as bat4
     1.9% (10.0%) as atma
     1.9% ( 9.9%) as mboss
     1.9% ( 9.8%) as metamorphosis
     1.3% ( 6.6%) as assault
     0.7% ( 3.5%) as grandfinale
CC_FLAME (DM) appears in 12.5% of seeds:
     4.5% (35.8%) as tier3
     4.1% (32.6%) as tier2
     4.0% (31.6%) as tier1
CC_GAMEOVER appears in 8.3% of seeds:
     8.3% (100.0%) as death
CC_HARLE appears in 13.8% of seeds:
     5.2% (37.4%) as kefka
     2.6% (18.6%) as train
     2.4% (17.3%) as dream
     2.4% (17.2%) as owzer
     1.3% ( 9.6%) as zozo
CC_HOME appears in 6.8% of seeds:
     5.1% (75.8%) as balance
     1.6% (24.2%) as prelude
CC_HYDRA appears in 12.1% of seeds:
     6.8% (56.6%) as veldt
     2.3% (18.8%) as umaro
     1.7% (13.9%) as zozo
     1.3% (10.7%) as dream
CC_LIFE appears in 8.4% of seeds:
     6.9% (82.6%) as rachel
     1.5% (17.4%) as omen3
CC_MIGUEL appears in 8.3% of seeds:
     2.7% (32.5%) as gau
     2.0% (24.5%) as ruin
     1.6% (18.8%) as omen3
     1.2% (15.0%) as tomb
     0.8% ( 9.3%) as grandfinale
CC_PYRE appears in 9.9% of seeds:
     4.3% (43.6%) as gate
     2.2% (22.5%) as phoenix
     1.9% (18.8%) as cave
     1.5% (15.1%) as train
CC_VALLEY appears in 9.2% of seeds:
     4.3% (46.2%) as mountain
     3.3% (35.4%) as veldt
     1.7% (18.4%) as mount2
CC_WORLD2 appears in 9.9% of seeds:
     5.1% (51.8%) as balance
     2.0% (19.8%) as awakening
     1.5% (14.9%) as prelude
     1.3% (13.5%) as omen3
CRYS_FIELDS appears in 14.8% of seeds:
     3.7% (25.1%) as moogles
     2.4% (16.3%) as gogo
     2.4% (16.0%) as chocobo
     2.2% (15.2%) as mountain
     2.2% (14.9%) as setzer
     1.9% (12.6%) as johnny
CRYS_MOUNTAIN appears in 17.3% of seeds:
     4.0% (23.1%) as bat2
     3.7% (21.3%) as bat3
     3.1% (18.0%) as mount2
     2.5% (14.1%) as chocobo
     2.2% (12.5%) as blackjack
     1.9% (11.1%) as serpent
CRYS_TOWER appears in 11.4% of seeds:
     3.1% (27.5%) as mount2
     2.4% (21.0%) as chocobo
     2.3% (20.5%) as blackjack
     1.8% (15.9%) as setzer
     1.7% (15.1%) as moogles
CT_600AD appears in 6.7% of seeds:
     1.9% (28.4%) as relm
     1.9% (28.2%) as ruin
     1.5% (21.9%) as forest
     1.4% (21.5%) as prelude
CT_AYLA appears in 7.0% of seeds:
     7.0% (100.0%) as locke
CT_AYLA:VIC appears in 2.9% of seeds:
     2.9% (100.0%) as fanfare
CT_BATTLE appears in 9.8% of seeds:
     2.4% (24.8%) as battle
     2.3% (23.5%) as engine
     2.3% (23.3%) as magitek
     1.8% (18.9%) as unforgiven
     0.7% ( 7.2%) as grandfinale
     0.2% ( 2.2%) as bat2
CT_BATTLE2 appears in 3.9% of seeds:
     2.5% (65.1%) as battle
     0.7% (18.7%) as grandfinale
     0.6% (16.2%) as bat2
CT_BIKE appears in 9.7% of seeds:
     5.0% (51.7%) as chocobo
     2.7% (27.5%) as blackjack
     2.0% (20.9%) as unforgiven
CT_BOBONGA appears in 9.0% of seeds:
     6.7% (73.5%) as veldt
     2.4% (26.5%) as umaro
CT_BOSS appears in 7.2% of seeds:
     2.5% (34.9%) as mboss
     2.1% (29.0%) as unforgiven
     2.0% (27.9%) as boss
     0.6% ( 8.2%) as grandfinale
CT_BOSS2 appears in 9.7% of seeds:
     3.0% (30.8%) as dmad5
     2.5% (26.0%) as atma
     2.0% (20.5%) as metamorphosis
     1.3% (13.3%) as floating
     0.9% ( 9.4%) as grandfinale
CT_CRISIS appears in 9.5% of seeds:
     4.1% (43.0%) as unforgiven
     2.5% (26.1%) as engine
     2.2% (23.4%) as mboss
     0.7% ( 7.5%) as grandfinale
CT_DOME appears in 9.7% of seeds:
     3.5% (35.8%) as narshe
     2.8% (28.6%) as zozo
     2.6% (27.4%) as martiallaw
     0.8% ( 8.3%) as ruin
CT_ENDING appears in 4.6% of seeds:
     4.6% (100.0%) as falcon
CT_EPOCH appears in 8.9% of seeds:
     4.8% (53.9%) as blackjack
     2.2% (24.4%) as falcon
     1.9% (21.8%) as setzer
CT_FACTORY appears in 11.3% of seeds:
     5.1% (44.6%) as magitek
     2.7% (24.1%) as martiallaw
     2.1% (18.7%) as engine
     1.4% (12.5%) as zozo
CT_FAIR appears in 8.7% of seeds:
     3.3% (38.2%) as moogles
     2.1% (24.7%) as johnny
     1.8% (20.4%) as town
     1.5% (16.7%) as village
CT_FINAL appears in 7.0% of seeds:
     3.3% (47.0%) as dmad5
     1.9% (27.1%) as atma
     1.1% (15.9%) as floating
     0.7% ( 9.9%) as grandfinale
CT_FOREST appears in 6.4% of seeds:
     3.6% (56.0%) as cave
     2.8% (44.0%) as forest
CT_FROG appears in 10.6% of seeds:
     6.1% (57.7%) as locke
     2.5% (23.4%) as cyan
     2.0% (18.9%) as setzer
CT_FROG:VIC appears in 2.9% of seeds:
     2.9% (100.0%) as fanfare
CT_GATO appears in 3.4% of seeds:
     3.4% (100.0%) as fanfare
CT_INN appears in 10.1% of seeds:
    10.1% (100.0%) as sleep
CT_KEEPER appears in 8.2% of seeds:
     2.5% (30.9%) as dream
     2.0% (24.9%) as espers
     1.4% (17.1%) as forest
     1.3% (16.4%) as train
     0.9% (10.7%) as ruin
CT_LAVOS appears in 2.0% of seeds:
     2.0% (100.0%) as metamorphosis
CT_LAVOS (DM) appears in 11.5% of seeds:
     3.9% (34.3%) as tier3
     3.9% (34.2%) as tier2
     3.6% (31.6%) as tier1
CT_LAVOS:FULL appears in 8.3% of seeds:
     4.5% (53.4%) as kefka
     3.3% (39.8%) as catastrophe
     0.6% ( 6.8%) as grandfinale
CT_LUCCA appears in 3.2% of seeds:
     3.2% (100.0%) as fanfare
CT_MAGUS appears in 7.1% of seeds:
     3.1% (44.1%) as dmad5
     1.9% (26.7%) as atma
     1.3% (18.2%) as floating
     0.8% (11.0%) as grandfinale
CT_MAGUSINTRO appears in 8.4% of seeds:
     8.4% (100.0%) as death
CT_MOUNTAIN appears in 10.4% of seeds:
     5.0% (48.6%) as gogo
     3.1% (30.2%) as veldt
     2.2% (21.1%) as umaro
CT_NIGHT appears in 10.2% of seeds:
     6.2% (60.9%) as coin
     3.0% (29.6%) as celes
     1.0% ( 9.6%) as ruin
CT_OMEN appears in 10.0% of seeds:
     4.1% (40.7%) as phoenix
     1.9% (19.6%) as ktower
     1.5% (14.9%) as zozo
     1.4% (14.0%) as ancient
     1.1% (10.7%) as floating
CT_PRAYER appears in 10.1% of seeds:
    10.1% (100.0%) as sleep
CT_REVOLUTION appears in 10.2% of seeds:
     3.3% (32.8%) as dmad5
     2.3% (22.7%) as floating
     1.9% (18.6%) as ktower
     1.9% (18.4%) as atma
     0.8% ( 7.5%) as grandfinale
CT_RHYTHM appears in 10.1% of seeds:
     6.9% (67.9%) as veldt
     3.2% (32.1%) as what
CT_ROBO appears in 1.6% of seeds:
     1.6% (100.0%) as moogles
CT_ROBO:VIC appears in 3.1% of seeds:
     3.1% (100.0%) as fanfare
CT_SCHALA appears in 10.0% of seeds:
     4.1% (41.0%) as espers
     2.3% (22.9%) as strago
     2.1% (21.2%) as relm
     1.5% (15.0%) as omen3
CT_SEAL appears in 10.5% of seeds:
     3.1% (29.8%) as narshe
     2.9% (27.6%) as tomb
     2.1% (19.7%) as espers
     1.6% (14.8%) as zozo
     0.9% ( 8.1%) as ruin
CT_SEWER appears in 8.6% of seeds:
     4.5% (51.7%) as owzer
     1.6% (18.7%) as zozo
     1.4% (16.3%) as train
     1.1% (13.4%) as dream
CT_SILENT appears in 10.0% of seeds:
     3.7% (37.1%) as cave
     2.1% (20.6%) as owzer
     1.5% (14.7%) as zozo
     1.4% (14.0%) as dream
     1.4% (13.5%) as tomb
CT_SINGING appears in 6.5% of seeds:
     2.3% (35.8%) as dream
     1.5% (23.4%) as prelude
     1.5% (22.2%) as forest
     1.2% (18.5%) as tomb
CT_SPEKKIO appears in 7.5% of seeds:
     3.3% (44.3%) as moogles
     3.3% (44.1%) as what
     0.9% (11.6%) as grandfinale
CT_TENSION appears in 8.8% of seeds:
     4.3% (49.2%) as metamorphosis
     2.3% (26.5%) as mboss
     2.1% (24.3%) as bat4
CT_THEME appears in 16.3% of seeds:
     5.9% (36.1%) as locke
     2.3% (14.1%) as bat4
     2.1% (12.7%) as falcon
     2.0% (12.4%) as setzer
     1.7% (10.2%) as savethem
     1.6% ( 9.8%) as assault
     0.8% ( 4.7%) as grandfinale
CT_TOWN appears in 7.4% of seeds:
     4.1% (55.9%) as town
     1.6% (22.1%) as prelude
     1.6% (22.0%) as village
CT_TRIAL appears in 14.6% of seeds:
     9.8% (67.2%) as kefka
     2.2% (14.8%) as owzer
     1.4% ( 9.5%) as train
     1.2% ( 8.5%) as dream
CT_TRUTH appears in 10.8% of seeds:
     4.9% (45.7%) as kefka
     3.6% (33.7%) as catastrophe
     1.6% (14.6%) as assault
     0.6% ( 5.9%) as grandfinale
CT_TYLAIR appears in 16.4% of seeds:
     4.3% (26.2%) as metamorphosis
     3.0% (18.7%) as boss
     2.7% (16.6%) as mboss
     2.6% (15.7%) as atma
     1.9% (11.7%) as catastrophe
     1.2% ( 7.6%) as assault
     0.6% ( 3.5%) as grandfinale
CT_TYRAN appears in 7.0% of seeds:
     2.6% (37.5%) as floating
     2.5% (35.7%) as umaro
     1.9% (26.8%) as ktower
CT_UNDERSEA appears in 14.2% of seeds:
     3.0% (21.5%) as ancient
     2.3% (16.0%) as magitek
     2.1% (14.6%) as ktower
     1.9% (13.5%) as gate
     1.9% (13.5%) as phoenix
     1.7% (12.1%) as catastrophe
     1.2% ( 8.8%) as floating
CT_ZEAL appears in 6.4% of seeds:
     4.3% (66.9%) as strago
     2.1% (33.1%) as relm
CT_ZEALPALACE appears in 9.3% of seeds:
     5.4% (58.2%) as empire
     1.4% (14.4%) as train
     1.3% (13.7%) as omen3
     1.3% (13.7%) as ancient
CT_ZEALPALACE (DM) appears in 6.2% of seeds:
     2.2% (35.7%) as tier1
     2.0% (32.3%) as tier3
     2.0% (32.1%) as tier2
CV3_AQUARIUS appears in 17.4% of seeds:
     3.9% (22.2%) as bat2
     3.5% (20.3%) as bat3
     2.2% (12.8%) as bat4
     2.2% (12.7%) as floating
     2.2% (12.6%) as magitek
     2.0% (11.5%) as ktower
     1.4% ( 7.9%) as assault
CV4_BEGINNING appears in 15.4% of seeds:
     4.1% (26.7%) as bat3
     3.6% (23.2%) as assault
     2.4% (15.6%) as bat4
     2.0% (13.2%) as phoenix
     1.8% (11.6%) as gate
     1.5% ( 9.8%) as mount2
CV4_CHANDELIERS appears in 8.5% of seeds:
     4.3% (51.2%) as owzer
     1.6% (18.6%) as zozo
     1.4% (16.4%) as train
     1.2% (13.8%) as tomb
DC2_GARDEN appears in 11.9% of seeds:
     4.0% (33.2%) as awakening
     2.7% (23.0%) as gau
     2.0% (16.6%) as relm
     1.7% (14.5%) as ruintown
     1.5% (12.8%) as forest
DC2_PALMBRINKS appears in 7.0% of seeds:
     3.2% (45.4%) as what
     2.3% (33.5%) as spinach
     1.5% (21.1%) as zozo
DKC_GAMEOVER appears in 8.5% of seeds:
     8.5% (100.0%) as death
DKC_SNOW appears in 4.6% of seeds:
     1.9% (41.3%) as ruin
     1.4% (29.6%) as dream
     1.3% (29.1%) as ancient
DOOM2_DOOM appears in 6.8% of seeds:
     2.6% (38.3%) as train
     2.2% (31.9%) as ktower
     2.0% (29.8%) as phoenix
DOOM_E1M1 appears in 5.0% of seeds:
     2.4% (47.9%) as mboss
     1.7% (34.1%) as assault
     0.9% (18.0%) as grandfinale
DS4_DUNGEON appears in 11.6% of seeds:
     3.9% (33.3%) as gate
     2.4% (21.0%) as engine
     2.3% (20.2%) as magitek
     1.5% (13.2%) as zozo
     1.4% (12.3%) as ancient
DS4_LYLL appears in 8.1% of seeds:
     3.5% (43.0%) as mount2
     2.3% (28.9%) as setzer
     2.3% (28.1%) as chocobo
DS4_WORLD appears in 13.0% of seeds:
     2.5% (19.1%) as chocobo
     2.4% (18.6%) as blackjack
     2.3% (17.8%) as mountain
     2.2% (17.0%) as strago
     2.1% (16.2%) as setzer
     1.5% (11.3%) as moogles
DUCK_MOON appears in 8.9% of seeds:
     4.8% (53.6%) as blackjack
     2.1% (24.0%) as setzer
     2.0% (22.4%) as johnny
EBR_PRAYER appears in 11.4% of seeds:
     4.0% (35.4%) as phoenix
     2.4% (20.9%) as bat4
     2.0% (17.2%) as ktower
     1.8% (15.9%) as mount2
     1.2% (10.7%) as floating
EO3_WAVES appears in 4.0% of seeds:
     2.9% (72.0%) as dmad5
     1.1% (28.0%) as atma
FE15_WHATLIES appears in 19.9% of seeds:
     4.5% (22.5%) as falcon
     2.8% (13.8%) as bat4
     2.2% (11.2%) as cyan
     2.2% (11.0%) as balance
     1.8% ( 9.1%) as savethem
     1.6% ( 7.8%) as mount2
     1.5% ( 7.6%) as assault
     1.4% ( 7.2%) as ancient
     1.3% ( 6.4%) as omen3
     0.7% ( 3.3%) as grandfinale
FF10_AMBITION appears in 14.8% of seeds:
     9.7% (65.6%) as kefka
     2.6% (17.4%) as fanatics
     1.3% ( 9.0%) as zozo
     1.2% ( 8.0%) as train
FF10_AMBITION (DM) appears in 7.1% of seeds:
     2.4% (33.6%) as tier1
     2.4% (33.5%) as tier3
     2.3% (32.9%) as tier2
FF10_CALM appears in 8.5% of seeds:
     3.6% (42.9%) as cave
     2.1% (25.1%) as espers
     1.4% (16.9%) as forest
     1.3% (15.0%) as tomb
FF10_GAGAZET appears in 9.8% of seeds:
     3.3% (33.7%) as omen3
     3.1% (31.4%) as narshe
     2.6% (26.3%) as gau
     0.9% ( 8.6%) as ruin
FF10_SEYMOUR appears in 15.3% of seeds:
     3.1% (20.0%) as dmad5
     2.5% (16.6%) as atma
     2.4% (15.7%) as magitek
     2.4% (15.5%) as floating
     2.4% (15.5%) as engine
     1.9% (12.5%) as ktower
     0.7% ( 4.2%) as grandfinale
FF10_VIA appears in 8.8% of seeds:
     2.8% (32.3%) as tomb
     2.2% (25.1%) as owzer
     1.5% (17.4%) as prelude
     1.2% (13.6%) as dream
     1.0% (11.5%) as ruin
FF10_ZANARKAND appears in 8.5% of seeds:
     2.9% (34.4%) as celes
     2.9% (33.5%) as coin
     1.7% (19.4%) as prelude
     1.1% (12.6%) as ruin
FF12_BARHEIM appears in 14.6% of seeds:
     3.4% (22.9%) as ancient
     2.5% (17.2%) as train
     2.5% (17.1%) as martiallaw
     2.1% (14.1%) as owzer
     1.8% (12.2%) as cave
     1.3% ( 9.0%) as tomb
     1.1% ( 7.4%) as dream
FF12_CRYSTAL appears in 11.8% of seeds:
     3.9% (33.3%) as espers
     2.3% (19.7%) as gate
     2.0% (16.9%) as phoenix
     1.3% (11.4%) as ancient
     1.2% (10.4%) as omen3
     1.0% ( 8.3%) as ruin
FF12_ESTERSAND appears in 22.8% of seeds:
     4.6% (20.2%) as balance
     4.2% (18.7%) as mountain
     3.2% (14.0%) as veldt
     2.9% (12.7%) as locke
     2.4% (10.5%) as chocobo
     2.2% ( 9.9%) as serpent
     1.7% ( 7.5%) as moogles
     1.5% ( 6.6%) as mount2
FF12_OZMONE appears in 12.8% of seeds:
     6.3% (49.1%) as veldt
     2.8% (21.5%) as what
     2.0% (15.9%) as mountain
     1.7% (13.5%) as moogles
FF12_PARAMINA appears in 11.8% of seeds:
     3.3% (28.2%) as narshe
     2.6% (22.2%) as empire
     1.8% (15.5%) as ruin
     1.5% (12.4%) as omen3
     1.4% (11.4%) as train
     1.2% (10.2%) as tomb
FF12_PRISON appears in 15.6% of seeds:
     3.0% (19.3%) as veldt
     2.8% (17.8%) as empire
     2.5% (16.2%) as umaro
     2.5% (16.1%) as martiallaw
     2.0% (12.8%) as gate
     1.4% ( 9.0%) as train
     1.4% ( 8.8%) as zozo
FF14_AZYSLLA appears in 5.0% of seeds:
     2.6% (52.8%) as floating
     2.3% (47.2%) as ktower
FF14_BATTLEDT appears in 17.7% of seeds:
     5.9% (33.1%) as veldt
     2.5% (13.9%) as battle
     2.0% (11.4%) as mboss
     1.8% (10.4%) as chocobo
     1.8% (10.3%) as johnny
     1.8% (10.0%) as setzer
     1.1% ( 6.0%) as bat2
     0.6% ( 3.6%) as grandfinale
     0.2% ( 1.3%) as bat3
FF14_BATTLEM appears in 10.4% of seeds:
     3.0% (29.2%) as bat3
     2.8% (26.6%) as bat2
     2.3% (22.1%) as metamorphosis
     1.7% (16.1%) as assault
     0.6% ( 6.0%) as grandfinale
FF14_BURN appears in 14.0% of seeds:
     3.4% (23.9%) as narshe
     2.8% (20.2%) as martiallaw
     1.9% (13.3%) as ruintown
     1.6% (11.4%) as ruin
     1.5% (10.8%) as ancient
     1.5% (10.7%) as omen3
     1.4% ( 9.7%) as train
FF14_FATE_FF6 appears in 10.8% of seeds:
     2.8% (25.9%) as bat4
     2.5% (23.5%) as boss
     1.8% (16.5%) as unforgiven
